stock_code,company_name_x,risk_score,leverage_z,operating_asset_ratio_z,operating_liability_ratio_z,ocf_growth_z,cash_to_debt_z,gross_margin_z,net_profit_ratio_z,operating_profit_ratio_z,profit_to_total_profit_z,cash_profit_ratio_z,cashflow_to_debt_z,ocf_ratio_z
300701,森霸传感,33.401,12.587,17.05,15.484,39.597,97.201,0.357,1.032,1.257,1.882,63.711,66.857,83.801
300700,岱勒新材,35.673,17.754,23.664,27.485,39.676,99.026,0.352,1.041,1.269,1.88,63.823,68.303,83.801
300689,澄天伟业,35.657,4.586,16.91,62.402,39.431,94.983,0.377,1.057,1.286,1.882,62.485,58.704,83.783
300684,中石科技,37.929,6.714,23.792,73.68,39.531,97.521,0.368,1.052,1.279,1.885,63.426,62.114,83.785
300677,英科医疗,32.586,17.666,8.686,8.057,38.428,97.973,0.373,1.052,1.281,1.882,63.645,68.19,83.795
300655,晶瑞电材,34.368,14.244,12.703,17.685,52.394,97.302,0.369,1.059,1.29,1.728,62.183,67.654,83.802
300652,雷迪克,37.166,9.016,25.223,58.573,39.453,97.016,0.348,1.033,1.261,1.88,63.713,64.746,83.725
300650,太龙股份,36.108,18.198,40.484,26.756,39.61,99.079,0.373,1.058,1.287,1.883,61.379,59.437,83.754
300645,正元智慧,36.88,23.101,42.737,18.552,40.275,98.849,0.371,1.055,1.284,1.885,63.235,67.42,83.798
300594,朗进科技,41.974,22.167,72.732,51.766,39.474,99.547,0.375,1.061,1.293,1.908,59.676,69.882,83.809
300591,万里马,40.971,22.183,53.577,56.394,39.461,99.093,0.388,1.078,1.31,1.88,63.893,68.589,83.801
300589,江龙船艇,34.307,28.462,14.607,15.053,39.629,98.541,0.374,1.055,1.285,1.878,62.088,64.918,83.791
300576,容大感光,36.835,10.247,32.529,42.365,39.569,97.09,0.354,1.044,1.272,1.882,63.827,68.038,83.802
300572,安车检测,33.137,11.294,15.015,15.126,39.225,96.784,0.385,1.079,1.311,1.88,64.065,67.683,83.802
300569,天能重工,37.118,24.987,42.519,16.535,39.446,99.466,0.363,1.052,1.281,1.878,64.242,69.755,83.893
300550,和仁科技,36.331,10.729,19.375,53.434,39.488,95.304,0.363,1.047,1.276,1.879,63.503,65.78,83.792
300537,广信材料,36.455,16.905,29.339,32.432,40.305,98.786,0.365,1.058,1.286,1.888,63.209,68.087,83.8
300498,温氏股份,35.549,27.686,25.481,14.679,39.538,99.774,0.387,1.071,1.3,1.877,64.081,67.071,83.642
300474,景嘉微,35.688,7.818,34.442,34.454,39.58,95.801,0.39,1.048,1.292,2.106,63.105,64.427,83.796
300461,田中精机,37.97,11.971,39.981,37.624,39.386,99.213,0.382,1.055,1.298,1.946,65.496,73.478,83.804
300449,汉邦高科,34.594,22.769,10.202,23.936,40.184,96.448,0.455,1.204,1.477,1.887,63.869,68.891,83.803
300442,润泽科技,33.942,28.582,8.928,11.749,39.444,99.629,0.319,1.0,1.229,1.878,63.751,67.703,83.088
300438,鹏辉能源,38.902,28.958,34.45,34.855,50.407,99.325,0.371,1.059,1.288,1.849,62.197,68.258,83.8
300430,诚益通,36.588,16.072,46.797,16.315,39.595,99.448,0.351,1.039,1.267,1.88,63.858,68.635,83.801
300411,金盾股份,39.09,16.014,63.214,33.054,39.462,98.897,0.375,1.057,1.293,1.881,62.782,67.261,83.787
300408,三环集团,33.279,6.808,17.575,23.297,39.502,97.603,0.343,1.019,1.244,1.881,63.684,62.597,83.797
300333,兆日科技,33.214,0.756,10.322,13.958,39.265,91.811,0.421,1.131,1.342,1.864,63.779,90.106,83.808
300331,苏大维格,37.74,19.558,40.626,35.183,37.658,98.707,0.376,1.064,1.294,1.881,63.831,68.899,83.803
300299,富春股份,36.207,19.394,24.393,31.838,39.545,99.527,0.378,1.057,1.29,1.779,63.398,68.12,83.766
300296,利亚德,38.344,19.261,46.964,36.751,39.512,98.97,0.366,1.055,1.284,1.882,63.329,67.015,83.742
300291,百纳千成,35.58,6.002,55.664,0.739,39.369,97.758,0.419,1.125,1.37,1.885,63.574,75.249,83.805
300252,金信诺,37.567,26.469,30.748,33.519,39.599,99.238,0.391,1.085,1.312,1.874,63.859,68.906,83.804
300248,新开普,36.55,7.523,37.699,38.77,39.519,97.396,0.359,1.045,1.275,1.878,63.679,65.661,83.789
300239,东宝生物,33.609,13.548,18.359,16.812,39.57,97.33,0.355,1.042,1.268,1.883,63.584,65.755,83.799
300231,银信科技,36.598,15.881,42.062,27.937,39.546,98.04,0.366,1.052,1.28,1.883,63.335,64.095,83.703
300219,鸿利智汇,38.183,23.245,36.282,41.818,39.49,99.152,0.366,1.052,1.281,1.883,63.451,66.394,83.786
300217,东方电热,37.025,20.604,45.821,18.995,39.453,98.679,0.357,1.037,1.261,1.884,63.857,68.548,83.801
300206,理邦仪器,34.532,4.416,27.949,40.946,39.437,88.59,0.364,1.043,1.274,1.877,63.755,60.977,83.754
300194,福安药业,33.926,13.372,18.203,19.129,39.595,98.357,0.366,1.047,1.273,1.885,63.627,66.464,83.795
300168,万达信息,35.849,30.338,20.085,18.352,40.844,98.961,0.416,1.115,1.345,1.877,63.845,69.204,83.805
300155,安居宝,35.788,4.915,23.759,52.936,39.372,92.709,0.371,1.077,1.312,1.888,64.242,63.078,83.799
300148,天舟文化,35.466,10.78,2.702,58.481,39.757,95.093,0.381,1.08,1.305,1.865,64.083,66.265,83.799
300137,先河环保,39.341,8.577,56.184,50.15,39.559,96.784,0.372,1.08,1.308,1.873,63.888,68.513,83.802
300131,英唐智控,39.057,24.063,52.954,33.393,39.411,99.058,0.374,1.059,1.289,1.866,63.47,67.959,83.791
300125,*ST聆达,35.103,35.789,12.276,13.352,39.506,99.868,0.386,1.107,1.334,1.875,63.93,68.076,83.733
300080,易成新能,44.349,24.435,26.356,24.232,39.437,99.322,0.375,1.06,1.29,100.0,63.313,68.583,83.781
300044,ST赛为,37.831,27.58,28.637,36.966,39.515,99.777,0.394,1.114,1.344,1.879,63.847,69.111,83.807
300040,九洲集团,34.499,27.118,18.431,12.093,39.44,99.705,0.375,1.049,1.276,1.884,62.704,66.961,82.955
300035,中科电气,37.12,22.106,42.541,28.268,38.215,99.693,0.374,1.059,1.291,1.974,59.798,66.327,83.796
300034,钢研高纳,37.385,21.638,43.417,26.296,39.439,99.161,0.356,1.046,1.271,1.888,63.587,66.846,83.67
300021,大禹节水,40.156,32.252,44.827,44.248,39.528,99.385,0.369,1.058,1.287,1.889,64.201,69.007,83.819
3027,同兴科技,36.14,15.349,27.914,33.786,39.413,97.841,0.369,1.055,1.285,1.88,63.314,67.675,83.798
2984,森麒麟,33.85,10.638,18.91,27.257,39.681,96.95,0.35,1.034,1.262,1.88,63.573,60.871,83.796
2941,新疆交建,36.928,34.208,13.249,35.128,39.432,99.182,0.37,1.054,1.281,1.885,64.191,69.331,83.829
2901,大博医疗,35.65,13.977,35.117,21.56,39.463,97.488,0.369,1.055,1.28,1.892,63.656,68.146,83.795
2891,中宠股份,35.432,20.017,27.093,21.712,39.408,99.191,0.362,1.051,1.275,1.891,63.54,65.859,83.783
2858,力盛体育,33.947,14.313,18.738,15.537,39.522,98.372,0.378,1.132,1.351,1.871,63.881,68.472,83.801
2855,捷荣技术,37.228,26.076,25.479,34.947,39.501,99.473,0.382,1.07,1.3,1.877,63.848,68.976,83.804
2841,视源股份,35.5,18.208,13.189,37.582,39.536,98.403,0.368,1.05,1.279,1.88,63.732,67.178,83.595
2835,同为股份,38.051,10.207,39.76,59.712,39.391,97.481,0.355,1.04,1.269,1.877,63.565,58.171,83.785
2833,弘亚数控,33.239,12.797,10.013,26.707,39.43,96.965,0.342,1.027,1.252,1.882,63.667,61.024,83.766
2808,*ST恒久,37.226,9.639,30.548,48.787,39.514,96.44,0.393,1.092,1.321,1.877,63.847,69.451,83.803
2778,中晟高科,39.852,29.025,56.173,32.161,39.548,99.646,0.386,1.098,1.326,1.877,63.831,69.329,83.827
2741,光华科技,35.153,26.295,28.827,7.497,39.427,99.475,0.395,1.084,1.318,1.883,63.925,67.928,83.781
2730,电光科技,39.462,16.048,42.914,57.791,39.462,98.147,0.359,1.047,1.275,1.882,63.701,67.12,83.797
2700,万憬能源,31.824,11.599,6.108,17.73,39.441,95.311,0.349,1.038,1.264,1.883,63.533,60.097,83.54
2681,奋达科技,35.212,22.746,16.658,25.762,39.573,98.985,0.371,1.058,1.287,1.889,62.964,67.459,83.795
2673,西部证券,32.77,32.032,0.603,0.911,39.417,99.37,0.343,1.035,1.257,1.886,63.836,68.745,83.802
2666,德联集团,37.75,15.247,48.568,31.557,39.562,99.032,0.376,1.059,1.289,1.873,63.154,67.495,83.788
2641,公元股份,34.437,14.846,30.235,14.782,39.83,97.941,0.365,1.053,1.282,1.882,63.361,63.88,83.793
2601,龙佰集团,35.133,27.396,18.39,17.313,39.367,99.453,0.354,1.042,1.268,1.884,63.69,67.658,83.776
2589,瑞康医药,37.918,29.939,33.159,33.482,39.54,98.617,0.38,1.06,1.293,1.92,63.167,68.696,83.769
2582,好想你,32.311,11.737,10.722,9.739,39.562,97.136,0.382,1.065,1.294,1.876,65.324,65.117,83.775
2581,ST未名,35.425,2.423,10.632,51.061,39.552,97.186,0.439,1.176,1.392,1.875,63.855,71.681,83.828
2579,中京电子,36.102,26.415,24.371,22.135,40.307,99.584,0.385,1.068,1.298,1.879,64.284,67.697,83.793
2564,天沃科技,37.441,43.318,34.593,12.022,39.527,99.744,0.394,1.013,1.247,1.583,63.831,68.224,83.793
2560,通达股份,36.37,17.895,52.909,6.66,39.798,98.896,0.371,1.058,1.287,1.891,63.696,68.181,83.798
2557,洽洽食品,34.886,18.274,23.757,21.082,39.493,96.494,0.358,1.043,1.271,1.884,63.783,67.39,83.801
2524,光正眼科,35.679,37.034,10.905,21.025,39.486,99.782,0.377,1.059,1.289,1.871,63.142,68.394,83.78
2457,青龙管业,38.684,18.888,57.28,30.17,42.099,99.272,0.37,1.059,1.286,1.899,61.621,66.515,83.755
2452,长高电新,38.381,13.209,43.662,49.131,39.583,97.582,0.355,1.043,1.27,1.883,63.619,65.454,83.786
2426,胜利精密,38.684,24.728,29.034,50.972,39.417,99.723,0.395,1.101,1.328,1.877,63.926,67.925,83.783
2422,科伦药业,34.547,16.291,26.532,18.233,39.439,98.947,0.355,1.043,1.265,1.889,63.495,63.657,83.42
2407,多氟多,34.774,21.596,18.166,19.314,39.536,98.116,0.368,1.054,1.282,1.884,63.761,68.406,83.802
2377,国创高新,37.15,20.898,53.805,15.922,34.39,99.635,0.393,1.087,1.317,1.879,63.873,68.803,83.803
2366,融发核电,33.91,16.825,16.091,11.773,39.425,98.083,0.366,1.019,1.29,1.877,64.514,71.851,83.808
2346,柘中股份,34.355,14.694,19.364,18.046,39.455,99.649,0.359,1.021,1.243,1.883,63.878,68.859,83.805
2332,仙琚制药,33.774,6.897,23.931,25.188,39.435,95.679,0.354,1.04,1.267,1.882,63.69,62.17,83.755
2281,光迅科技,37.203,13.066,36.362,43.531,39.658,96.858,0.36,1.045,1.274,1.88,63.578,65.019,83.799
2265,建设工业,36.819,25.143,24.839,35.041,39.48,98.479,0.373,1.05,1.278,1.883,63.507,66.964,83.786
2246,北化股份,37.063,14.539,25.761,45.758,39.513,96.78,0.374,1.057,1.288,1.872,64.234,69.775,83.808
2211,ST宏达,34.643,36.113,12.371,8.028,39.417,98.06,0.387,1.079,1.305,1.875,63.796,69.477,83.806
2169,智光电气,37.31,27.126,26.231,34.541,39.448,99.391,0.38,1.069,1.3,1.883,63.95,68.615,83.789
2116,中国海诚,37.273,26.92,11.038,50.66,39.436,97.124,0.369,1.053,1.282,1.882,64.007,69.688,83.817
2109,兴化股份,33.745,21.198,3.029,22.88,38.456,99.063,0.391,1.077,1.308,1.88,64.063,67.808,83.789
2023,海特高新,33.423,18.749,16.891,8.08,39.406,99.586,0.367,1.054,1.281,1.887,62.617,67.387,83.775
2016,世荣兆业,38.156,11.496,59.456,25.602,39.507,98.376,0.344,1.041,1.259,1.891,64.127,70.963,83.808
1360,南矿集团,37.547,13.557,45.012,32.942,39.806,96.468,0.357,1.045,1.271,1.883,64.016,70.403,83.804
1306,夏厦精密,35.923,13.094,25.145,26.456,50.294,96.845,0.355,1.04,1.268,1.88,63.705,67.189,83.802
1296,长江材料,36.66,7.0,34.452,43.045,39.557,96.304,0.356,1.04,1.267,1.882,63.826,67.386,83.801
1260,坤泰股份,38.199,11.317,29.85,32.659,64.707,97.928,0.36,1.046,1.272,1.883,63.937,69.623,83.804
1223,欧克科技,37.694,2.782,32.22,65.702,39.424,85.423,0.352,1.009,1.237,1.881,63.981,74.515,83.804
1212,中旗新材,33.124,11.682,12.395,18.145,39.989,95.074,0.358,1.043,1.271,1.881,63.797,68.053,83.802
1209,洪兴股份,40.613,14.375,38.349,76.677,39.518,98.434,0.367,1.052,1.282,1.886,63.782,67.832,83.801
950,重药控股,41.541,34.291,72.91,31.62,39.458,99.423,0.375,1.059,1.288,1.89,63.732,68.655,83.795
937,冀中能源,31.255,22.854,8.648,20.399,39.542,98.647,0.349,1.03,1.249,1.886,63.712,66.568,50.172
928,中钢国际,39.266,32.959,27.278,52.815,39.556,98.652,0.37,1.056,1.284,1.887,63.561,67.982,83.798
925,众合科技,38.085,26.495,23.554,48.021,39.388,99.317,0.371,1.057,1.285,1.884,63.458,68.39,83.799
906,浙商中拓,38.261,32.908,52.759,12.402,39.591,99.244,0.375,1.06,1.289,1.897,64.246,69.546,83.816
893,亚钾国际,33.904,8.227,3.154,44.045,39.385,99.253,0.32,1.013,1.234,1.882,63.612,60.932,83.791
852,石化机械,41.382,31.052,65.97,42.233,39.466,99.379,0.375,1.059,1.288,1.886,62.575,67.506,83.793
848,承德露露,35.176,10.916,8.709,58.862,39.459,91.07,0.334,1.028,1.248,1.886,63.703,61.119,83.773
796,凯撒旅业,33.936,23.288,8.709,20.188,39.598,98.873,0.454,0.904,1.152,1.866,63.761,64.647,83.797
779,甘咨询,36.977,13.954,31.039,41.094,40.862,96.585,0.354,1.044,1.272,1.881,63.805,68.027,83.802
758,中色股份,34.648,25.036,18.218,17.108,39.628,98.966,0.366,1.055,1.28,1.894,62.652,65.794,83.78
733,振华科技,36.686,8.547,43.097,34.448,39.871,97.845,0.319,1.009,1.231,1.882,63.794,64.401,83.794
717,中南股份,36.275,25.741,12.685,42.86,39.548,99.745,0.378,1.06,1.29,1.777,59.091,67.363,83.765
703,恒逸石化,34.905,31.868,19.941,9.765,39.359,99.45,0.377,1.06,1.29,1.874,62.062,68.022,83.796
698,ST沈化,34.104,33.746,7.075,8.759,39.366,99.065,0.385,1.073,1.302,1.876,63.854,68.94,83.804
681,视觉中国,32.621,6.758,4.515,24.987,39.613,98.194,0.358,1.033,1.258,1.882,63.66,65.397,83.793
652,泰达股份,38.546,38.152,58.114,6.751,39.547,99.707,0.376,1.059,1.287,1.889,63.338,68.582,83.754
600,建投能源,34.183,31.018,10.209,11.48,39.548,99.837,0.378,1.059,1.289,1.893,61.888,67.85,83.752
591,太阳能,35.172,22.983,28.409,12.11,39.408,99.699,0.346,1.036,1.261,1.884,63.612,67.522,83.796
530,冰山冷热,39.148,27.947,44.693,37.063,39.416,99.431,0.374,1.059,1.288,1.886,63.96,68.855,83.803
519,中兵红箭,36.75,14.303,24.147,46.647,39.419,96.135,0.353,1.04,1.269,1.88,63.824,68.196,83.791
514,渝开发,39.05,20.623,62.455,24.506,39.481,99.546,0.34,1.049,1.275,1.885,64.186,69.453,83.805
410,沈阳机床,36.605,31.135,33.508,16.271,39.421,99.465,0.399,1.057,1.287,1.872,63.132,67.915,83.798
403,派林生物,32.442,5.678,19.632,14.46,39.628,96.421,0.333,1.021,1.246,1.881,63.681,61.527,83.793
151,中成股份,37.207,33.634,13.253,42.765,40.208,98.251,0.402,1.073,1.313,1.893,64.271,65.629,83.789
88,盐田港,32.055,14.483,0.496,11.987,39.489,98.455,0.357,0.875,1.083,1.881,63.8,67.951,83.8
688639,华恒生物,35.6,24.253,13.498,31.099,39.822,99.502,0.339,1.026,1.251,1.881,63.757,66.975,83.794
688619,罗普特,36.858,17.869,29.979,34.411,39.55,98.821,0.385,1.076,1.305,1.882,63.723,69.489,83.805
688617,惠泰医疗,31.216,10.201,16.292,7.918,40.392,93.677,0.329,1.012,1.236,1.881,63.649,54.208,83.799
688581,安杰思,29.36,1.624,5.127,46.752,49.604,51.837,0.305,0.997,1.216,1.882,63.696,45.48,83.802
688535,华海诚科,35.023,6.843,18.179,37.735,39.219,99.458,0.368,1.044,1.274,1.88,63.7,66.781,83.798
688362,甬矽电子,34.765,30.55,7.91,18.511,39.483,99.286,0.392,1.066,1.301,1.894,65.871,67.13,83.788
688299,长阳科技,35.625,15.26,26.243,27.646,39.524,99.091,0.364,1.049,1.28,1.884,63.693,67.683,83.788
688219,会通股份,36.753,32.051,39.431,10.35,39.411,99.318,0.373,1.056,1.286,1.877,63.7,68.383,83.801
688173,希荻微,37.09,3.355,16.28,58.451,39.412,89.639,0.451,1.081,1.375,1.891,63.087,86.255,83.805
688118,普元信息,34.634,5.297,27.686,24.091,39.526,91.863,0.391,1.065,1.298,1.891,63.114,75.577,83.808
688110,东芯股份,34.717,1.035,24.237,38.673,39.494,66.695,0.417,1.147,1.389,1.882,63.702,94.133,83.805
688091,上海谊众,31.538,2.379,12.362,39.33,39.459,74.489,0.298,0.993,1.209,1.882,63.78,58.479,83.8
688080,映翰通,33.995,6.515,21.678,46.776,39.551,87.105,0.349,1.032,1.258,1.881,63.521,54.481,83.796
688076,ST诺泰,34.11,16.949,21.544,15.589,39.628,98.33,0.347,1.037,1.263,1.879,63.5,65.457,83.796
688050,爱博医疗,32.215,9.879,14.61,7.868,39.616,97.699,0.328,1.013,1.239,1.88,63.752,64.897,83.795
605228,神通科技,36.354,21.392,28.805,31.642,40.152,97.74,0.369,1.055,1.285,1.879,62.683,65.452,83.799
605056,咸亨国际,39.971,20.637,53.091,50.421,39.494,98.191,0.363,1.055,1.283,1.89,63.356,66.083,83.79
603917,合力科技,37.762,10.654,51.007,35.243,39.445,99.019,0.361,1.051,1.279,1.882,63.546,65.976,83.676
603900,莱绅通灵,38.698,4.553,74.401,23.449,39.381,97.521,0.393,1.076,1.31,1.885,63.67,72.935,83.807
603893,瑞芯微,38.191,5.087,49.999,69.683,39.992,93.131,0.372,1.051,1.284,1.854,62.995,49.061,83.789
603890,春秋电子,38.396,22.621,40.038,43.961,39.6,99.217,0.373,1.059,1.288,1.891,60.457,66.454,83.793
603817,海峡环保,35.768,24.493,19.712,25.76,39.403,99.582,0.354,1.04,1.268,1.88,63.696,68.228,83.796
603712,七一二,43.589,22.977,74.465,65.647,39.455,99.396,0.359,1.04,1.271,1.875,63.888,68.888,83.805
603701,德宏股份,39.365,13.373,44.179,53.01,39.529,99.362,0.37,1.056,1.284,1.888,64.224,70.285,83.823
603699,纽威股份,39.421,23.07,63.104,29.448,39.486,99.128,0.352,1.041,1.268,1.883,63.72,66.761,83.791
603693,江苏新能,34.791,24.783,18.467,15.995,39.42,99.569,0.333,1.024,1.239,1.888,63.535,67.483,83.758
603618,杭电股份,37.819,31.557,53.6,9.388,39.61,99.468,0.372,1.058,1.287,1.883,63.524,68.282,83.797
603612,索通发展,35.764,25.233,29.959,15.987,39.528,99.194,0.382,1.067,1.299,1.885,64.271,66.578,83.791
603596,伯特利,38.212,19.449,35.754,47.07,39.444,98.491,0.357,1.043,1.27,1.882,63.741,66.923,83.114
603516,淳中科技,34.377,13.317,23.508,22.666,40.048,96.422,0.377,1.055,1.285,1.872,62.679,65.493,83.8
603505,金石资源,35.928,26.018,16.467,31.976,35.965,99.758,0.345,1.033,1.254,1.885,63.87,68.757,83.802
603439,三力制药,35.567,18.429,28.057,27.553,39.443,98.572,0.352,1.034,1.26,1.882,63.709,65.838,80.677
603421,鼎信通讯,38.6,18.786,62.237,24.04,39.86,99.09,0.376,1.055,1.284,1.882,63.491,67.299,83.798
603318,水发燃气,33.692,25.753,10.576,9.658,39.541,99.037,0.365,1.057,1.28,1.9,63.46,67.886,83.796
603311,金海高科,34.214,9.433,21.813,27.555,39.422,95.9,0.365,1.05,1.277,1.885,63.466,64.599,83.797
603279,景津装备,36.624,21.164,46.621,13.567,39.408,98.633,0.346,1.036,1.26,1.885,63.827,67.944,83.797
603275,众辰科技,35.631,4.088,14.154,64.193,40.458,89.751,0.332,1.014,1.236,1.882,63.745,62.917,83.802
603205,健尔康,38.876,7.691,39.494,72.425,39.47,96.647,0.355,1.043,1.271,1.882,63.651,58.8,83.781
603098,森特股份,39.37,25.914,39.934,47.111,39.417,99.076,0.374,1.058,1.288,1.878,63.84,68.753,83.803
603096,新经典,35.245,2.524,16.631,63.437,39.506,94.345,0.346,1.034,1.255,1.886,63.684,54.499,83.798
603089,正裕工业,37.129,23.562,36.166,28.386,40.174,99.667,0.365,1.055,1.283,1.887,63.023,66.221,83.762
603086,先达股份,36.345,17.543,34.006,25.549,39.429,98.503,0.383,1.067,1.298,1.885,63.872,68.801,83.803
603015,弘讯科技,34.786,14.327,30.729,16.156,39.532,98.666,0.366,1.047,1.276,1.88,63.507,66.191,83.76
601952,苏垦农发,35.046,22.773,31.852,10.452,39.531,99.741,0.371,1.05,1.28,1.879,63.381,64.722,83.517
601677,明泰铝业,34.602,10.758,28.952,18.258,39.671,98.245,0.371,1.053,1.282,1.88,63.788,67.168,83.799
601399,国机重装,36.758,23.171,31.628,28.308,39.453,98.405,0.368,1.055,1.283,1.883,63.583,68.194,83.762
600800,渤海化学,34.749,19.644,20.215,15.695,39.379,98.858,0.407,1.085,1.32,1.883,63.77,70.923,83.805
600797,浙大网新,36.796,17.641,22.413,44.499,39.498,98.934,0.377,1.056,1.283,1.888,63.336,66.869,83.762
600755,厦门国贸,36.92,29.75,41.728,12.55,39.44,99.418,0.376,1.06,1.29,1.886,63.582,68.236,83.729
600696,*ST岩石,37.754,28.021,30.533,38.608,39.383,99.886,0.363,1.052,1.273,1.896,63.078,65.163,83.787
600681,百川能源,33.575,23.186,7.917,14.489,39.541,99.49,0.362,1.05,1.275,1.889,63.558,66.668,83.478
600663,陆家嘴,36.495,32.231,42.294,5.78,39.576,99.727,0.339,1.041,1.25,1.896,62.491,67.518,83.791
600556,天下秀,37.935,15.683,46.436,38.271,39.501,96.68,0.371,1.057,1.287,1.876,63.313,66.95,83.799
600405,动力源,40.049,32.183,51.78,36.821,39.391,99.747,0.412,1.109,1.338,1.877,63.916,68.217,83.796
600376,首开股份,38.166,34.627,56.898,6.42,39.548,99.641,0.381,1.08,1.306,1.869,64.029,68.413,83.775
600289,ST信通,34.907,30.067,9.766,16.027,39.416,97.501,0.509,1.866,2.076,1.877,63.838,72.131,83.808
600288,大恒科技,37.904,14.192,42.852,39.206,39.621,97.972,0.38,1.057,1.288,1.867,63.863,68.753,83.803
600064,南京高科,36.858,22.498,36.233,21.451,39.557,99.791,0.371,1.011,1.247,1.872,64.117,70.296,83.854
600039,四川路桥,37.826,35.821,12.322,45.485,39.401,99.654,0.362,1.049,1.276,1.884,63.915,68.936,83.804
301626,苏州天脉,39.169,11.878,41.308,67.68,39.595,98.384,0.349,1.036,1.262,1.881,63.633,59.238,83.787
301608,博实结,36.653,9.904,22.79,58.951,39.483,93.75,0.352,1.037,1.265,1.88,63.736,62.885,83.798
301577,美信科技,37.301,18.904,35.133,35.511,39.395,99.432,0.355,1.042,1.269,1.881,63.749,67.153,83.793
301456,盘古智能,36.418,2.383,18.993,59.53,39.489,98.276,0.333,1.02,1.244,1.882,63.826,66.248,83.788
301377,鼎泰高科,36.861,11.733,31.432,42.373,39.401,99.286,0.352,1.036,1.262,1.881,63.729,66.051,83.801
301371,敷尔佳,28.642,1.448,2.72,51.234,39.543,65.152,0.302,1.002,1.213,1.887,63.682,31.724,83.8
301355,南王科技,34.623,13.288,20.72,20.671,46.314,98.18,0.368,1.051,1.28,1.881,63.35,64.579,83.799
301330,熵基科技,35.09,6.668,24.657,43.833,39.463,90.483,0.36,1.047,1.274,1.884,63.642,63.972,83.797
301321,翰博高新,37.245,31.436,29.631,27.158,39.541,99.398,0.377,1.057,1.287,1.879,63.335,68.138,83.7
301318,维海德,32.832,2.518,14.184,38.222,39.436,87.46,0.364,1.035,1.265,1.877,63.681,60.156,83.787
301317,鑫磊股份,36.3,22.797,31.684,22.092,40.382,97.793,0.364,1.048,1.279,1.879,63.837,68.645,83.803
301289,国缆检测,30.232,7.738,3.449,8.576,39.444,90.696,0.33,1.021,1.242,1.884,63.551,61.095,83.755
301286,侨源股份,33.308,5.661,12.963,30.249,39.432,97.54,0.339,1.031,1.253,1.885,63.745,61.836,83.765
301265,华新环保,32.882,3.266,32.692,14.808,39.432,85.013,0.355,1.042,1.27,1.88,63.825,67.199,83.802
301262,海看股份,36.773,4.317,19.04,77.721,39.869,91.4,0.312,0.999,1.219,1.882,63.709,57.011,83.8
301220,亚香股份,36.31,5.788,39.104,37.886,39.599,96.243,0.358,1.041,1.27,1.88,63.709,65.043,83.8
301205,联特科技,36.34,7.684,32.496,42.813,39.4,98.225,0.366,1.054,1.285,1.871,63.095,63.988,83.801
301172,君逸数码,35.645,7.965,34.036,32.719,41.894,89.548,0.336,1.038,1.264,1.882,63.913,69.343,83.803
301136,招标股份,34.512,13.161,17.188,29.088,39.42,95.579,0.357,1.055,1.28,1.895,63.499,67.818,83.801
301130,西点药业,32.249,2.846,5.918,38.206,39.564,88.0,0.357,1.027,1.253,1.882,63.686,60.453,83.8
301125,腾亚精工,35.603,16.854,17.486,33.664,39.41,99.459,0.372,1.059,1.285,3.867,62.436,67.542,83.799
301119,正强股份,33.246,6.628,17.741,35.549,39.459,87.118,0.337,1.026,1.251,1.882,63.66,60.513,83.796
301116,益客食品,36.45,27.618,31.245,20.535,39.662,99.486,0.377,1.062,1.291,1.877,64.518,65.947,83.778
301107,瑜欣电子,33.587,9.682,16.979,22.988,39.426,98.03,0.36,1.042,1.272,1.878,63.595,63.996,83.792
301096,百诚医药,33.542,11.64,9.066,25.287,39.515,97.29,0.332,1.02,1.247,1.88,63.816,67.605,83.801
301085,亚康股份,39.02,21.276,59.609,19.725,39.476,98.666,0.366,1.053,1.282,1.882,65.116,75.949,83.846
301061,匠心家居,34.709,6.442,16.854,49.859,39.613,95.296,0.343,1.029,1.253,1.883,63.647,56.499,83.784
301053,远信工业,37.682,18.726,39.696,36.55,39.494,98.785,0.369,1.055,1.282,1.888,63.356,67.187,83.795
300981,中红医疗,33.707,6.689,13.668,25.932,39.582,97.943,0.375,1.07,1.3,1.879,63.929,68.32,83.802
300955,嘉亨家化,36.532,18.336,27.899,36.173,39.735,99.16,0.371,1.054,1.284,1.876,63.124,65.592,83.773
300932,三友联众,37.074,17.01,33.438,37.647,39.357,99.474,0.373,1.057,1.287,1.876,63.129,66.45,83.786
300931,通用电梯,37.474,17.727,42.589,34.916,39.557,97.872,0.365,1.057,1.287,1.871,62.396,66.256,83.796
300912,凯龙高科,37.973,23.484,37.137,36.72,39.566,99.417,0.375,1.059,1.29,1.867,62.921,68.05,83.795
300897,山科智能,39.251,10.26,47.94,56.694,39.438,98.459,0.356,1.039,1.267,1.88,63.764,66.335,83.575
300895,铜牛信息,34.975,3.494,16.427,49.51,39.551,94.55,0.397,1.125,1.374,1.885,63.933,63.674,83.785
300894,火星人,33.921,22.656,14.058,15.891,40.116,97.038,0.356,1.043,1.271,1.881,63.561,65.382,83.798
300893,松原安全,38.476,20.653,51.497,31.891,39.512,99.642,0.349,1.037,1.264,1.881,63.73,66.487,83.768
300889,爱克股份,37.815,17.922,45.384,30.341,39.536,98.576,0.368,1.056,1.29,1.881,64.163,69.457,83.81
300880,迦南智能,38.68,12.603,30.682,73.742,39.487,95.644,0.352,1.035,1.261,1.882,63.588,60.088,83.792
